Company,Title,Location,Rating
Follett Corporation,Associate,South Bend,1
Follett Corporation,Cashier Associate,Hayward,5
Follett Corporation,Sales Associate I,Amherst,3
Follett Corporation,Assistant Manager College Bookstore,Enid,5
Follett Corporation,Sales Associate,Rhode Island,5
Follett Corporation,Sales Associate,Martinsville,5
Follett Corporation,Assistant Manager,Milton,4
Follett Corporation,Store Associate,Miami Gardens,5
Follett Corporation,Sales Associate I,Notre Dame,1
Follett Corporation,Account Manager,McHenry,3
Follett Corporation,Cashier,Nevada,3
Follett Corporation,ASSISTANT MANAGER,Castine,2
Follett Corporation,Customer Service Associate,Goodman,4
Follett Corporation,Store Manager,Chillicothe,4
Follett Corporation,sale associate,Jackson,5
Follett Corporation,Sales Associate/Cashier,Albany,5
Follett Corporation,Store Manager,New England,4
Follett Corporation,Sales Associate,San Marcos,5
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,Customer Service,Miami,4
Follett Corporation,Sales Associate,florida,3
Follett Corporation,Sales Associate/ Stockroom,Klamath Falls,4
Follett Corporation,Crew Member,Jackson,5
Follett Corporation,Associate,Washington,5
Follett Corporation,Course Materials Team Lead,Florence,5
Follett Corporation,Cashier/Sales Floor Associate,Huntsville,5
Follett Corporation,IT Management,Westchester,1
Follett Corporation,Sales Associate,Cartersville,2
Follett Corporation,Sales Associate,Belle Glade,5
Follett Corporation,Temporary Associate,Marysville,5
Follett Corporation,sale associate,Jackson,5
Follett Corporation,Team Lead Course Materials,Lake Worth,4
Follett Corporation,Shipping/Receiving Supervisor,Denver,3
Follett Corporation,Retail Management,Nashville,4
Follett Corporation,Customer Service Representative,Fort Wayne,3
Follett Corporation,Sales Associate,Lowell,3
Follett Corporation,Customer Service Representive,Goshen,2
Follett Corporation,Cashier/Barista,Littleton,5
Follett Corporation,General Merchandise,Illinois,2
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,Sales Associate,florida,3
Follett Corporation,Sales Associate/ Stockroom,Klamath Falls,4
Follett Corporation,Sales Associate (Seasonal),Las Vegas,5
Follett Corporation,Retail Sales Associate,Hamden,4
Follett Corporation,Sales Associate,Sacramento,4
Follett Corporation,Sales Associate I,Romeoville,4
Follett Corporation,Lead Cashier,Lincoln University,5
Follett Corporation,IT Management,Westchester,1
Follett Corporation,Sales Associate,Cartersville,2
Follett Corporation,Customer Service Representive,Goshen,2
Follett Corporation,Development & Project Manager,Chicago,4
Follett Corporation,Temporary Associate,Marysville,5
Follett Corporation,Sale Associate,Media,5
Follett Corporation,Shipping/Receiving Supervisor,Denver,3
Follett Corporation,Lead QA Analyst,Westchester,4
Follett Corporation,TEMP ASSOCIATE,Houston,3
Follett Corporation,Customer Service Manager,Miami,3
Follett Corporation,Seasonal Buyer,Indiana,5
Follett Corporation,Store Manager,Holmes Community College Goodman MS,4
Follett Corporation,Cashier/Barista,Littleton,5
Follett Corporation,General Manager of three separate stores,UMass Boston and Massasoit Community College,4
Follett Corporation,Sales Associate,florida,3
Follett Corporation,Sales Associate/ Stockroom,Klamath Falls,4
Follett Corporation,Sales Associate (Seasonal),Las Vegas,5
Follett Corporation,Retail Sales Associate,Hamden,4
Follett Corporation,Sales Associate,Sacramento,4
Follett Corporation,Sales Associate I,Romeoville,4
